Papel;Empresa;CNPJ;Setor de atuação;Subsetor de atuação;Segmento de atuação;Patrimônio líquido;Ativos;Ativo circulante;Dívida bruta;Disponibilidade;Dívida líquida;Valor de mercado;Valor de firma;Número total de papéis;Segmento de listagem;Free float;Cotação atual;Mínima 52 semanas;Máxima 52 semanas;Dividend Yield;Valorização
sgps3;SPRINGS GLOBAL PARTICIPACOES S.A.;07.718.269/0001-57;Consumo Cíclico;Tecidos. Vestuário e Calçados;Fios e Tecidos;605751000;2934161000;1119661000;1060422000;258679000;801743000;62500000;864243000;50000000;Novo Mercado;47.08;1.25;1.09;6.12;-;-76.42
show3;T4F ENTRETENIMENTO S.A.;02.860.694/0001-62;Consumo Cíclico;Viagens e Lazer;Produção de Eventos e Shows;141721000;606774000;402869000;117116000;229815000;-112699000;171228078;58529078;67412629;Novo Mercado;49.34;2.50;2.10;4.75;-;-14.68
shul3;SCHULZ S.A.;84.693.183/0001-68;Bens Industriais;Máquinas e Equipamentos;Motores . Compressores e Outros;1041628000;2312188000;1501564000;841665000;480986000;360679000;18061126580;18421805580;357374780;;56.59;111.89;-;-;0.18;-
shul4;SCHULZ S.A.;84.693.183/0001-68;Bens Industriais;Máquinas e Equipamentos;Motores . Compressores e Outros;1041628000;2312188000;1501564000;841665000;480986000;360679000;18061126580;18421805580;357374780;;56.59;4.81;3.84;5.17;4.50;24.29
simh3;SIMPAR S.A.;07.415.333/0001-20;Financeiro e Outros;Holdings Diversificadas;Holdings Diversificadas;2770202000;59006238000;23394438000;40912910000;15365874000;25547036000;6019768787;31566804787;838407909;Novo Mercado;27.06;7.14;5.99;12.40;9.06;-26.54
slce3;SLC AGRICOLA S.A.;89.096.457/0001-55;Consumo não Cíclico;Agropecuária;Agricultura;4788889000;15101114000;7099778000;4336191000;1324819000;3011372000;9548395825;12559767825;212422599;Novo Mercado;45.32;45.37;39.43;57.65;6.11;0.53
sled3;SARAIVA S.A. LIVREIROS EDITORES;60.500.139/0001-26;Consumo Cíclico;Comércio;Produtos Diversos;-365842000;136838000;39940000;85678000;8210000;77468000;24466213;101934213;9635040;Nível 2;331.26;8.00;6.60;18.38;-;-26.87
sled4;SARAIVA S.A. LIVREIROS EDITORES;60.500.139/0001-26;Consumo Cíclico;Comércio;Produtos Diversos;-365842000;136838000;39940000;85678000;8210000;77468000;24466213;101934213;9635040;Nível 2;331.26;2.05;2.05;9.20;-;-51.88
smft3;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;07.594.978/0001-78;Consumo Cíclico;Viagens e Lazer;Atividades Esportivas;4147929000;11105292000;3263038000;3074387000;2710561000;363826000;8641211340;9005037340;586242289;Novo Mercado;44.15;14.20;9.97;23.03;-;-10.13
smto3;SAO MARTINHO S.A.;51.466.860/0001-56;Consumo não Cíclico;Alimentos Processados;Açucar e Alcool;5452022000;18067006000;5918593000;9304001000;1875158000;7428843000;7975875242;15404718242;354011329;Novo Mercado;40.48;23.12;21.86;50.57;4.90;-31.60
snsy3;SANSUY S.A. INDUSTRIA DE PLASTICOS;14.807.945/0001-24;Materiais Básicos;Materiais Diversos;Materiais Diversos;-1607735000;462610000;272043000;127482000;6004000;121478000;79257282;200735282;7716400;;100.00;4.45;4.00;9.99;-;-50.00
snsy5;SANSUY S.A. INDUSTRIA DE PLASTICOS;14.807.945/0001-24;Materiais Básicos;Materiais Diversos;Materiais Diversos;-1607735000;462610000;272043000;127482000;6004000;121478000;79257282;200735282;7716400;;100.00;3.23;2.63;4.94;-;-34.62
snsy6;SANSUY S.A. INDUSTRIA DE PLASTICOS;14.807.945/0001-24;Materiais Básicos;Materiais Diversos;Materiais Diversos;-1607735000;462610000;272043000;127482000;6004000;121478000;79257282;200735282;7716400;;100.00;13.33;-;-;-;-
soja3;BOA SAFRA SEMENTES S.A.;10.807.374/0001-77;Consumo não Cíclico;Agropecuária;Agricultura;732501000;1675617000;1188943000;486981000;423011000;63970000;1251058682;1315028682;117140326;Novo Mercado;39.66;10.64;9.49;15.71;1.03;-24.59
soma3;GRUPO DE MODA SOMA S.A.;10.285.590/0001-08;Consumo Cíclico;Comércio;Tecidos. Vestuário e Calçados;7413643000;10409843000;3101604000;1130868000;165614000;965254000;8075050468;9040304468;784747373;Novo Mercado;62.53;9.99;8.95;15.76;0.91;-9.92
sond3;SONDOTECNICA ENGENHARIA SOLOS S.A.;33.386.210/0001-19;Bens Industriais;Construção e Engenharia;Engenharia Consultiva;57907000;90778000;51945000;0;29921000;-29921000;89283745;59362745;2457900;;35.96;46.01;-;-;13.11;-
sond5;SONDOTECNICA ENGENHARIA SOLOS S.A.;33.386.210/0001-19;Bens Industriais;Construção e Engenharia;Engenharia Consultiva;57907000;90778000;51945000;0;29921000;-29921000;89283745;59362745;2457900;;35.96;31.15;31.15;48.50;21.30;-13.50
sond6;SONDOTECNICA ENGENHARIA SOLOS S.A.;33.386.210/0001-19;Bens Industriais;Construção e Engenharia;Engenharia Consultiva;57907000;90778000;51945000;0;29921000;-29921000;89283745;59362745;2457900;;35.96;32.35;32.00;47.00;20.51;-8.92
sqia3;SINQIA S.A.;04.065.791/0001-99;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;783626000;1516693000;250964000;331354000;184378000;146976000;1373653603;1520629603;87941972;Novo Mercado;81.63;15.66;12.79;21.40;0.42;15.83
stbp3;SANTOS BRASIL PARTICIPACOES S.A.;02.762.121/0001-04;Bens Industriais;Transporte;Serviços de Apoio e Armazenagem;2139972000;4961794000;1039952000;328277000;756145000;-427868000;6840127056;6412259056;863652406;Novo Mercado;99.42;7.83;5.07;8.97;8.42;52.04
sula11;SUL AMERICA S.A.;29.978.814/0001-87;Financeiro e Outros;Previdência e Seguros;Seguradoras;8363837000;30219218000;19792419000;3058759000;17331084000;-14272325000;9475042424;-4797282576;1277533810;;66.79;22.25;18.12;35.54;0.27;-5.52
sula3;SUL AMERICA S.A.;29.978.814/0001-87;Financeiro e Outros;Previdência e Seguros;Seguradoras;8363837000;30219218000;19792419000;3058759000;17331084000;-14272325000;9475042424;-4797282576;1277533810;;66.79;7.43;6.06;12.28;0.27;-7.24
sula4;SUL AMERICA S.A.;29.978.814/0001-87;Financeiro e Outros;Previdência e Seguros;Seguradoras;8363837000;30219218000;19792419000;3058759000;17331084000;-14272325000;9475042424;-4797282576;1277533810;;66.79;7.63;6.13;11.91;0.26;-2.30
suzb3;SUZANO S.A.;16.404.287/0001-55;Materiais Básicos;Madeira e Papel;Papel e Celulose;27951653000;128614364000;36218741000;76059786000;17866068000;58193718000;68035953928;126229671928;1361263584;Novo Mercado;53.39;48.77;41.05;61.39;6.42;-17.17
syne3;SYN PROP E TECH S.A.;08.801.621/0001-86;Financeiro e Outros;Exploração de Imóveis;Exploração de Imóveis;1550464000;4201393000;726093000;1045456000;432107000;613349000;641106669;1254455669;152644445;Novo Mercado;38.61;4.19;3.92;7.41;12.51;-37.37
taee11;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;07.859.971/0001-30;Utilidade Pública;Energia Elétrica;Energia Elétrica;6950930000;17852091000;3620492000;8473411000;1564460000;6908951000;12357175794;19266126794;1033496721;Nível 2;63.45;34.37;32.27;41.23;18.01;6.51
taee3;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;07.859.971/0001-30;Utilidade Pública;Energia Elétrica;Energia Elétrica;6950930000;17852091000;3620492000;8473411000;1564460000;6908951000;12357175794;19266126794;1033496721;Nível 2;63.45;11.45;10.77;13.80;18.02;6.31
taee4;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;07.859.971/0001-30;Utilidade Pública;Energia Elétrica;Energia Elétrica;6950930000;17852091000;3620492000;8473411000;1564460000;6908951000;12357175794;19266126794;1033496721;Nível 2;63.45;11.50;10.80;13.81;17.94;6.38
tasa3;TAURUS ARMAS S.A.;92.781.335/0001-02;Bens Industriais;Máquinas e Equipamentos;Armas e Munições;1083619000;2340902000;1571080000;582723000;343127000;239596000;1605081935;1844677935;126634434;Nível 2;59.92;12.20;11.80;24.37;13.31;-43.75
tasa4;TAURUS ARMAS S.A.;92.781.335/0001-02;Bens Industriais;Máquinas e Equipamentos;Armas e Munições;1083619000;2340902000;1571080000;582723000;343127000;239596000;1605081935;1844677935;126634434;Nível 2;59.92;12.85;12.08;24.55;12.64;-39.13
tcno3;TECNOSOLO ENGENHARIA S.A.;33.111.246/0001-90;Bens Industriais;Construção e Engenharia;Engenharia Consultiva;-946000;236846000;39894000;33829000;7000;33822000;6451073;40273073;6620338;;--;1.20;1.20;1.86;-;-31.82
tcno4;TECNOSOLO ENGENHARIA S.A.;33.111.246/0001-90;Bens Industriais;Construção e Engenharia;Engenharia Consultiva;-946000;236846000;39894000;33829000;7000;33822000;6451073;40273073;6620338;;--;0.85;0.85;1.55;-;-41.38
tcsa3;TECNISA S.A.;08.065.557/0001-12;Consumo Cíclico;Construção Civil;Incorporações;575508000;1545028000;795778000;578177000;136068000;442109000;224538652;666647652;73619230;Novo Mercado;65.00;3.12;1.79;4.21;-;11.03
tecn3;TECHNOS S.A.;09.295.063/0001-97;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;342793000;631574000;409800000;124089000;90022000;34067000;180305040;214372040;74506215;Novo Mercado;55.12;2.43;1.90;3.12;3.33;19.12
teka3;TEKA-TECELAGEM KUEHNRICH S.A.;82.636.986/0001-55;Consumo Cíclico;Tecidos. Vestuário e Calçados;Fios e Tecidos;-1842387000;1083739000;95549000;594086000;320000;593766000;7416260;601182260;503155;;--;8.23;8.09;26.10;-;-68.47
teka4;TEKA-TECELAGEM KUEHNRICH S.A.;82.636.986/0001-55;Consumo Cíclico;Tecidos. Vestuário e Calçados;Fios e Tecidos;-1842387000;1083739000;95549000;594086000;320000;593766000;7416260;601182260;503155;;--;18.00;8.12;28.39;-;100.45
telb3;TELEC BRASILEIRAS S.A. TELEBRAS;00.336.701/0001-04;Comunicações;Telecomunicações;Telecomunicações;1657472000;4010208000;1510956000;174756000;1134699000;-959943000;1242949435;283006435;86383090;;4.29;15.95;14.62;66.07;-;-59.26
telb4;TELEC BRASILEIRAS S.A. TELEBRAS;00.336.701/0001-04;Comunicações;Telecomunicações;Telecomunicações;1657472000;4010208000;1510956000;174756000;1134699000;-959943000;1242949435;283006435;86383090;;4.29;10.78;7.05;18.00;-;-22.05
tend3;CONSTRUTORA TENDA S.A.;71.476.527/0001-35;Consumo Cíclico;Construção Civil;Incorporações;843680000;4279922000;1838474000;1517154000;716024000;801130000;532155655;1333285655;104344246;Novo Mercado;91.69;4.78;3.79;16.56;-;-67.79
tfco4;TRACK & FIELD CO S.A.;59.418.806/0001-47;Consumo Cíclico;Comércio;Tecidos. Vestuário e Calçados;317938000;517058000;374537000;88827000;53347000;35480000;1702593896;1738073896;949244239;Nível 2;5.65;10.61;8.32;13.50;1.70;-5.94
tgma3;TEGMA GESTAO LOGISTICA S.A.;02.351.144/0001-18;Bens Industriais;Transporte;Transporte Rodoviário;736379000;1035433000;496779000;128223000;137242000;-9019000;1235574569;1226555569;66002915;Novo Mercado;48.48;18.57;12.36;23.79;6.03;44.74
tims3;TIM PARTICIPACOES S.A.;02.421.421/0001-11;Comunicações;Telecomunicações;Telecomunicações;25295789000;54687870000;9341046000;16720621000;3702825000;13017796000;28734948204;41752744204;2420804398;Novo Mercado;33.40;11.52;11.41;13.94;5.02;-3.92
tkno3;TEKNO S.A. - INDUSTRIA E COMERCIO;33.467.572/0001-34;Materiais Básicos;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;264665000;374534000;224915000;2873000;41875000;-39002000;205759473;166757473;2947810;;50.00;69.63;-;-;9.40;-
tkno4;TEKNO S.A. - INDUSTRIA E COMERCIO;33.467.572/0001-34;Materiais Básicos;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;264665000;374534000;224915000;2873000;41875000;-39002000;205759473;166757473;2947810;;50.00;70.00;53.01;79.95;9.35;32.05
tots3;TOTVS S.A.;53.113.791/0001-22;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;4441635000;10599389000;6271629000;1717867000;2541052000;-823185000;17793391108;16970206108;617183181;Novo Mercado;84.38;28.59;23.12;37.38;1.08;13.32
tpis3;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;03.014.553/0001-91;Bens Industriais;Transporte;Exploração de Rodovias;983235000;3145990000;190933000;1763166000;85312000;1677854000;177760000;1855614000;176000000;Novo Mercado;42.13;1.01;0.89;2.10;1.85;-46.84
trad3;TC TRADERS CLUB S.A.;26.345.998/0001-50;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;571473000;608616000;240020000;5512000;213587000;-208075000;549088390;341013390;280147138;Novo Mercado;30.04;1.90;1.83;7.30;0.01;-58.70
tris3;TRISUL S.A.;08.811.643/0001-27;Consumo Cíclico;Construção Civil;Incorporações;1250421000;2304687000;1434973000;680724000;226906000;453818000;686752540;1140570540;186617538;Novo Mercado;38.23;3.69;3.23;6.21;5.92;-29.31
trpl3;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;02.998.611/0001-04;Utilidade Pública;Energia Elétrica;Energia Elétrica;16073673000;32100817000;4736444000;8119964000;1353760000;6766204000;16173941040;22940145040;658883304;Nível 1;64.18;28.45;27.65;35.65;3.73;-7.48
trpl4;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;02.998.611/0001-04;Utilidade Pública;Energia Elétrica;Energia Elétrica;16073673000;32100817000;4736444000;8119964000;1353760000;6766204000;16173941040;22940145040;658883304;Nível 1;64.18;22.26;21.70;26.83;4.76;-5.68
tten3;TRÊS TENTOS AGROINDUSTRIAL SA;94.813.102/0001-70;Consumo não Cíclico;Agropecuária;Agricultura;2592337000;5828033000;4229096000;1153069000;1230276000;-77207000;4403576352;4326369352;497017647;Novo Mercado;22.84;8.81;7.85;13.52;0.17;2.92
tupy3;TUPY S.A.;84.683.374/0001-49;Bens Industriais;Material de Transporte;Material Rodoviário;3107294000;8968223000;6077775000;3514061000;1968041000;1546020000;3927395100;5473415100;144177500;Novo Mercado;46.85;26.86;16.60;31.40;1.68;31.60
txrx3;TEXTIL RENAUXVIEW S.A.;82.982.075/0001-80;Consumo Cíclico;Tecidos. Vestuário e Calçados;Fios e Tecidos;-329828000;254574000;136601000;312318000;110000;312208000;33420908;345628908;4259281;;100.00;16.21;16.20;31.00;-;-45.97
txrx4;TEXTIL RENAUXVIEW S.A.;82.982.075/0001-80;Consumo Cíclico;Tecidos. Vestuário e Calçados;Fios e Tecidos;-329828000;254574000;136601000;312318000;110000;312208000;33420908;345628908;4259281;;100.00;3.50;3.00;7.62;-;-50.00
ucas3;UNICASA INDÚSTRIA DE MÓVEIS S.A.;90.441.460/0001-48;Consumo Cíclico;Utilidades Domésticas;Móveis;196055000;302162000;127872000;11191000;34836000;-23645000;163894183;140249183;66086364;Novo Mercado;43.14;2.45;2.19;3.84;7.38;-36.20
ugpa3;ULTRAPAR PARTICIPACOES S.A.;33.256.439/0001-39;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;10911405000;34067166000;17137824000;13764741000;5890695000;7874046000;14185001578;22059047578;1115173080;Novo Mercado;97.55;12.65;11.60;15.60;4.59;-5.10
unip3;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Materiais Básicos;Químicos;Químicos Diversos;2818632000;6454798000;3083689000;1431127000;1622980000;-191853000;8190636797;7998783797;103876158;;54.64;76.57;70.33;95.85;16.51;0.30
unip5;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Materiais Básicos;Químicos;Químicos Diversos;2818632000;6454798000;3083689000;1431127000;1622980000;-191853000;8190636797;7998783797;103876158;;54.64;87.00;71.56;108.66;16.04;19.79
unip6;UNIPAR CARBOCLORO S.A.;33.958.695/0001-78;Materiais Básicos;Químicos;Químicos Diversos;2818632000;6454798000;3083689000;1431127000;1622980000;-191853000;8190636797;7998783797;103876158;;54.64;80.04;71.01;109.63;17.41;4.97
usim3;USINAS SID DE MINAS GERAIS S.A.;60.894.730/0001-05;Materiais Básicos;Siderurgia e Metalurgia;Siderurgia;24292176000;40916056000;20769062000;6097206000;5137298000;959908000;9969851022;10929759022;1253079108;Nível 1;53.96;7.86;7.06;14.86;7.27;-43.04
usim5;USINAS SID DE MINAS GERAIS S.A.;60.894.730/0001-05;Materiais Básicos;Siderurgia e Metalurgia;Siderurgia;24292176000;40916056000;20769062000;6097206000;5137298000;959908000;9969851022;10929759022;1253079108;Nível 1;53.96;7.79;6.90;16.08;8.03;-50.06
usim6;USINAS SID DE MINAS GERAIS S.A.;60.894.730/0001-05;Materiais Básicos;Siderurgia e Metalurgia;Siderurgia;24292176000;40916056000;20769062000;6097206000;5137298000;959908000;9969851022;10929759022;1253079108;Nível 1;53.96;13.86;13.48;20.25;4.54;-23.97
vale3;VALE S.A.;33.592.510/0001-54;Materiais Básicos;Mineração;Minerais Metálicos;179538000000;435833000000;75270000000;65977000000;28240000000;37737000000;447208457232;484945457232;4778889263;Novo Mercado;95.15;94.05;62.74;96.22;8.06;20.11
vamo3;VAMOS LOCAÇÃO DE CAMINHÕES. MÁQUINAS E EQUIP. S.A.;23.373.000/0001-32;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Construção e Agrícolas;3655761000;15332220000;5204545000;7445040000;3136511000;4308529000;13032808199;17341337199;1025397970;Novo Mercado;30.69;13.09;9.74;16.36;2.01;21.09
vbbr3;VIBRA ENERGIA S.A.;34.274.233/0001-02;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;12636000000;39525000000;20444000000;16117000000;3113000000;13004000000;17346850000;30350850000;1165000000;Novo Mercado;95.66;14.70;13.94;23.49;5.80;-24.81
viia3;VIA S.A;33.041.260/0652-90;Consumo Cíclico;Comércio;Eletrodomésticos;5505000000;34041000000;15217000000;9316000000;1232000000;8084000000;4139937039;12223937039;1598431289;Novo Mercado;98.66;2.53;1.83;4.72;-;-38.44
vitt3;VITTIA FERTILIZANTES E BIOLOGICOS S.A.;45.365.558/0001-09;Materiais Básicos;Químicos;Fertilizantes e Defensivos;483107000;880516000;579865000;278396000;70050000;208346000;1743768614;1952114614;143049107;Novo Mercado;35.34;12.00;8.70;15.39;3.00;-4.00
viva3;VIVARA PARTICIPAÇOES S.A;33.839.910/0001-11;Consumo Cíclico;Tecidos. Vestuário e Calçados;Acessórios;1392731364;2563868834;1583219784;291212771;467294728;-176081957;5269572226;5093490269;236197769;Novo Mercado;42.01;21.96;19.35;28.74;0.24;-3.05
vivr3;VIVER INCORPORADORA E CONSTRUTORA S.A.;67.571.414/0001-41;Consumo Cíclico;Construção Civil;Incorporações;-174609000;318939000;171000000;240114000;12540000;227574000;125307258;352881258;223762960;Novo Mercado;64.68;0.55;0.38;1.33;-;-50.00
vivt3;TELEFÔNICA BRASIL S.A;02.558.157/0001-62;Comunicações;Telecomunicações;Telecomunicações;69092665000;122372426000;21094353000;19747581000;6027122000;13720459000;64562123434;78282582434;1676938271;;25.23;38.87;35.66;53.59;7.86;-13.64
vlid3;VALID SOLUÇÕES S.A.;33.113.309/0001-47;Bens Industriais;Serviços;Serviços Diversos;1273442000;3111942000;1630677000;1106080000;381436000;724644000;736527375;1461171375;81836375;Novo Mercado;96.85;8.90;7.61;11.58;2.95;14.25
vspt3;FERROVIA CENTRO-ATLANTICA S.A.;00.924.429/0001-75;Bens Industriais;Transporte;Transporte Ferroviário;4154751000;8422794000;763250000;619956000;266076000;353880000;712610842;1066490842;142807803;;0.00;4.99;-;-;-;-
vulc3;VULCABRAS/AZALEIA S.A.;50.926.955/0001-42;Consumo Cíclico;Tecidos. Vestuário e Calçados;Calçados;1610776000;2374660000;1609636000;360989000;211959000;149030000;2953990053;3103020053;245756244;Novo Mercado;30.02;12.06;8.13;15.27;3.06;43.57
vveo3;CM HOSPITALAR S.A.;12.420.164/0001-57;Saúde;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;2292799000;8257107000;4762967000;2980835000;1453544000;1527291000;4612308563;6139599563;286123360;Novo Mercado;39.66;16.02;13.02;19.40;2.71;3.02
wege3;WEG S.A.;84.429.695/0001-11;Bens Industriais;Máquinas e Equipamentos;Motores . Compressores e Outros;13413944000;25882424000;17566996000;2853828000;3072450000;-218622000;157609290825;157390668825;4197317998;Novo Mercado;35.30;38.06;22.62;40.85;1.36;27.33
west3;WESTWING COMERCIO VAREJISTA S.A.;14.776.142/0001-50;Consumo Cíclico;Comércio;Produtos Diversos;351390000;425416000;276525000;29702000;159837000;-130135000;111433593;-18701407;110330290;Novo Mercado;98.56;1.04;0.86;3.73;-;-63.51
whrl3;WHIRLPOOL S.A.;59.105.999/0001-86;Consumo Cíclico;Comércio;Eletrodomésticos;2443415000;8094272000;5631916000;806005000;1279858000;-473853000;7195838060;6721985060;1502786006;;100.00;4.67;4.36;6.35;4.01;-26.46
whrl4;WHIRLPOOL S.A.;59.105.999/0001-86;Consumo Cíclico;Comércio;Eletrodomésticos;2443415000;8094272000;5631916000;806005000;1279858000;-473853000;7195838060;6721985060;1502786006;;100.00;4.98;4.45;7.22;4.13;-31.02
wizs3;WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.;42.278.473/0001-03;Financeiro e Outros;Previdência e Seguros;Corretoras de Seguros;434444000;1991929000;357474000;269683000;240149000;29534000;1117751901;1147285901;159907282;Novo Mercado;47.07;6.91;6.30;9.10;8.50;-0.72
wlmm3;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;33.228.024/0001-51;Bens Industriais;Comércio;Material de Transporte;577779000;701948000;354769000;9436000;97591000;-88155000;724931406;636776406;36414670;;15.11;21.27;19.23;31.27;6.40;-27.38
wlmm4;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;33.228.024/0001-51;Bens Industriais;Comércio;Material de Transporte;577779000;701948000;354769000;9436000;97591000;-88155000;724931406;636776406;36414670;;15.11;19.30;18.77;38.97;4.73;-49.18
yduq3;ESTACIO PARTICIPACOES S.A.;08.807.432/0001-10;Consumo Cíclico;Diversos;Serviços Educacionais;3137431000;9881786000;2740583000;5636491000;1467391000;4169100000;3019798074;7188898074;309088851;Novo Mercado;95.77;9.36;9.17;22.75;1.34;-49.62
zamp3;ZAMP S.A.;13.574.594/0001-96;Consumo Cíclico;Hoteis e Restaurantes;Restaurante e Similares;1456994000;3994258000;998190000;1077977000;548661000;529316000;1517208513;2046524513;275355447;Novo Mercado;98.27;5.53;4.46;8.80;-;0.00
